job_title,job_category,company,location,region,salary,link,summary
Software Engineer (Big data / Machine Learning),Machine Learning,Spark Recruitment,Sydney NSW,New South Wales,"$110,000 - $120,000 a year",https://au.indeed.com//rc/clk?jk=2ddcfc25ec1fbbfe&fccid=331341a561cbfd66&vjs=3,"Exciting Software Engineering role within a SaaS company
Sydney CBD Location
Dynamic work developing Front-end and Back-end code
As a software engineer you will help our client deliver the features for their next generation cloud-based products and platform. You'll be developing front-end and back-end code, quick prototypes, clean and production-ready solutions. You'll work closely with the product team and build a solid understanding of the business problems to solve.
Finally, you'll be able to grow both technical & non-technical skills and gain exposure to a cutting-edge Tech Stack - Microservices architecture, Big Data & Machine Learning, modern Front-End frameworks, Full CI/CD process, and highly automated cloud infrastructure.
To make sparks fly you will have:
Qualifications in Computer Science or related technical discipline, or equivalent practical experience
Coding experience in at least one of the following: Java, JavaScript, Scala, Ruby or similar
Strong competencies in data structures, algorithms, object-oriented and software design
Data-driven problem solver with strong focus on code quality, following best engineering practices
Genuine interest in learning new things and bringing new ideas to the team
What makes this role shine?
Competitive salary, commensurate with experience
Travel involved from time to time
Opportunity to be immersed in data-driven projects using in-demand technologies in Big Data/Machine Learning, Front-end Development, Cloud Computing, Microservices, etc.
Spark your interest?
To find out more about this exciting Software Engineer role please apply by attaching your resume or contact Ross Sales on 02 80907782"
APS 6 - Business Intelligence Officer,Business Intelligence,Australian Government Department of Defence,Paddington NSW,New South Wales,"$80,669 - $92,150 a year",https://au.indeed.com//rc/clk?jk=11b153a7154a27ba&fccid=6485868e6c3545cb&vjs=3,"$80,669 - $92,150 (plus super)
Paddington, NSW
The Business Intelligence Officer is accountable under direction to coordinate the Business Analysis and functions across Army including the provision of business advice to Army senior leaders. They will work within a framework of legislation, established principles, work practices and procedures in accordance with Defence’s mission and business objectives. They will be able to review, analyse and report on business outcomes and inputs to provide intelligence to senior decision makers.

A Business Intelligence Officer is accountable to provide advice, guidance, options and reports on complex corporate governance to support overall formation and functional command compliance and assurance, contributing to the business achieving outcomes at all levels. They will take the initiative for achieving outcomes, progressing work, reviewing business performance and focusing on identifying opportunities for continuous improvement. They will work with independence and set work tasks that align with the strategic objectives and communicate expected outcomes.

A Business Intelligence Officer will have extensive stakeholder engagement and will be required to identify relevant stakeholders’ expectations and concerns to develop a clear understanding of the methodology and practices to achieve outcomes. They will be accountable to contribute towards ongoing self-improvement and professional development."
Business Intelligence Analyst,Business Intelligence,Pettit Pharma & Device Search,Northern Beaches NSW,New South Wales,"$130,000 - $140,000 a year",https://au.indeed.com//rc/clk?jk=63b38755f2609b93&fccid=52c178d0a9d7b0eb&vjs=3,"Analysis support role to sales leaders!
Be valued and thrive in this fantastic culture!
Be in charge of tenders, contracts & pricing!
THE COMPANY YOU WOULD BE JOINING
This organisation is a global medical device & technology company that develops and markets surgical products and services.
Their products allow their customers to deliver high quality care to deliver enhanced clinical outcomes for their patients.
Their broad portfolio focuses on the needs and wants of specific medical specialties to offer their customers the power of choice and convenience.
THE BENEFITS
This company is committed to the growth and development of its employees.
The tenure of their employees is long as they are very happy with this high-performance culture and the opportunities that are available to them.
Be nurtured and empowered and have a voice.
Strong diversity and inclusion practices.
Do you want to join a passionate and collaborative culture that makes a difference to patients’ lives?
WHAT YOU WILL LEAD AND GROW
This position acts as the manager and lead resource for;
Pricing Control
Contract Management
Salesforce.com
Tenders, pricing and submissions (liaising with the Business Unit Director and Business Development Manager).
Leadership of day to day management of Salesforce.com including daily sales update loads, control of the pricing matrix and delivery of metric led dashboard reporting to the ANZ business.
Management of the Australian business’ customer price lists including ensuring that all price SKUs held within the business’ ERP have been signed off in compliance with requirements.
Management and control of the tender offer process for all product lines to all Australian state public health bodies.
Development of ad hoc sales reporting as required using sales cube, Salesforce.com or other relevant systems.
This position will manage 1 – 2 direct reports.
WHAT QUALS, EXPERIENCE & SKILLS WILL YOU NEED TO GET THE JOB?
5+ years’ work experience in a commercial/business analyst role within a commercial/contract management function.
Advanced Excel skills.
Oracle ERP including sales cube reporting.
Sales and/or marketing field background ideally, however, not mandatory.
SQL experience a distinct advantage.
Experience with Salesforce.com or similar CRM.
Proven experience of commercial negotiations within private and/or public health industry space.
Elementary understanding of US GAAP and SOX compliance processes.
Medical technology/devices, FMCG or other high-volume sales environment industry experience ideal, however, if you come from outside this, with relevant experience, you are encouraged to apply.
Interested? Please 'apply now' or call Scott Della-Pietra on 02.9817.0599, quoting reference number 2861. Please note, your details/resume will not be sent anywhere without a formal interview and, if successful, your subsequent prior permission. Personal information provided will be used for recruitment purposes only and be treated in the strictest confidence. Only shortlisted candidates will be contacted.
2861"
Project Manager - Business Intelligence,Business Intelligence,HAYS,Sydney Central Business District NSW,New South Wales,$900 - $950 a week,https://au.indeed.com//rc/clk?jk=532ab817cfb53879&fccid=31670bef3ae6497b&vjs=3,"Project Manager role working in Financial Services with Business Intelligence experience needed in Sydney CBD
Your new company

Your new company will be one of the largest and well known financial services organisations based in Sydney who are looking for a Project Manager to work in their head office function.

Your new role

Within your new role you will be expected to deliver a Business Intelligence dashboard and integrate it with a Data warehouse in the back end. This will be an end to end project from initiation through to post implementation among running a couple of other smaller projects.

What you'll need to succeed

To be successful you will need to have prior experience of managing full life-cycle projects delivering a business intelligence solution. Experience within Financial Services is also a positive.

What you'll get in return

In return you will receive a salary of up to $950 + Super a day on an initial six month contract with high likelihood of extension.

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career. #2293379"
Business Analyst | Business Intelligence,Business Intelligence,Robert Half Australia,Northern Beaches NSW,New South Wales,"$120,000 a year",https://au.indeed.com//rc/clk?jk=d8011a42ca31be4c&fccid=bc2f0862932e35da&vjs=3,"Due to the kick off of a huge business transformation program of work, this very well established business is looking for a talented BI Business Analyst to join their ranks. You will play a pivotal role in helping them build a best of breed BI system.

Sitting between the business and the BI Developers you will need to be equally comfortable conversing and translating on either side.

As they are a Microsoft house, any exposure to SQL, SSIS, SSRS, SSAS, PowerBI would be highly advantageous. Note - this is not a development role, but it's good to know your way around the tools.

Skill set / Experience needed;

Proven Business Analyst experience on BI related projects

Eliciting data and BI requirements from the business

Experience translating business requirements into tech specs for the BI team

Holding 1-on-1 and workshops

Strong process mapping skills

Creation of traceability matrices

Assisting with testing

Experience working in a Microsoft environment

Experience working with SSIS, SSRS, SSAS (beneficial)

Experience working with data visualization - PowerBI, Tableau etc

Good understanding of cubes, fact tables and dimensions

Strong data analysis skills - what information is needed to project forward?

Excellent communication and presentation skills

Working knowledge of SDLC and Agile methodologies

This is a very exciting project for the right person; a chance to show off (and utilize) your Data and BI expertise. A chance to be part of a business wide transformation.

Apply Today

Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.

Learn more about our Sydney recruitment services https://www.roberthalf.com.au/sydney"
Business Intelligence Analyst,Business Intelligence,Beatmy Salary,Sydney NSW,New South Wales,"$44,000 a year",https://au.indeed.com//rc/clk?jk=18eb00d16bc7ea7f&fccid=17f5a16a6178c20d&vjs=3,"Primary skills
SSRS, Power BI, MS Excel, SQL Queries, Microsoft Business Intelligence, Transact SQL, Data modelling, Data Analysis, SSAS, SSIS
Secondary skills
Stakeholder Management, Communication Skills
Benefits
NONE
Job description
Implementing best practices on writing SQL Queries
In-depth knowledge in using SSRS, Power BI, MS Excel etc
Working experience on Transact SQL, SSAS, SSIS and Microsoft BI
Strong knowledge on Data modelling, Data Analysis and Data structures
Well-developed communication skills both verbal and non-verbal
Qualification: Bachelor's Degree- IT, Business Economics and Computer Science
BeatMySalary is hiring for the candidate having experience on Programming languages (Ruby, Python and Java) and Business intelligence (Tableau, QlikView, Spotfire) will be advantage
Message to candidate
CHECK BEFORE YOU APPLY:
Must be eligible to work in AUSTRALIA and no sponsorship will be provided
Proven experience
Fully completed applications
Employer will only accept ‘’completed profile card’’ of BeatMysalary, so kindly sign-in/sign-up and have a profile card completely filled in before applying to the job using the same .
If you need help with completing your application profile cards,reach out to the team on team@beatmysalary.com"
Project Manager (Data & Business Intelligence),Business Intelligence,HAYS,Sydney Central Business District NSW,New South Wales,"$160,000 - $170,000 a year",https://au.indeed.com//rc/clk?jk=08a8d7849916af01&fccid=31670bef3ae6497b&vjs=3,"Supporting a Greenfield transformation through integration of Data and Business Intelligence Initiative
Your new company

Market leading Real Estate and Property Organisation based in Sydney CBD.

Your new role

Define, plan and execute the delivery of the Data and Business Intelligence integration to support the ERP implementation.

What you'll need to succeed
Senior Project Management Experience
Experience delivering Data analytics and Business Intelligence Projects
Transformation experience advantageous
Experience managing project budgets of over $4 Million
Property and Real Estate or Construction experience will be highly desirable but not mandatory
Project Management Certifications (Prince2, PMBOK, PMP, etc)
Power BI exposure will be beneficial


What you'll get in return
Opportunity to work on a Greenfield Transformation
Salary of $160,000 - 170,000 + super
Close to major Sydney CBD Train stations

What you need to do now
If you are interested in this role please do not hesitate to contact me directly by forwarding your up-to-date CV to Esther Sung at Hays Projects and Business Change on: esther.sung@hays.com.au or 9249 2255. #2295235"
Business Development Manager- Consumer Intelligence,Business Intelligence,SalesSourceNational,Sydney NSW,New South Wales,"$85,000 - $90,000 a year",https://au.indeed.com//rc/clk?jk=fc1b6b4306b63756&fccid=de84844f82a0e8a4&vjs=3,"Internal Market Leader
Business Intelligence
Consumer Verticle
Seeking an experienced Business Development Manager for a Global Organisation.

This is your opportunity to join a global organisation working within the Market Intelligence Industry. Providing essential Business Intelligence Solutions to Clients that will assist them in identifying opportunities, minimizing risks and supporting strategic planning for tactical business prospecting.

As a Business Development Manager working within the Consumer Intelligence Division, you will be responsible for driving new business acquisitions with a key focus on the APAC region. You will be engaging with Senior Leaders in a predominately phone-based role with the occasional face-to-face Client visits and online presentations.


Key responsibilities will include:
Engage with C-level decision-makers and demonstrating Market Intelligence Solutions in live online presentations
Identifying and targeting prospective Clients within the industry vertical
Demonstrating persistence and striving to achieve individual KPIs and revenue targets
Reporting to the Sydney Sales Director and Sales Team Leader

Essential experience for this role:
Minimum of 3 years consultative sales experience
A strong history in B2B Telephone Sales
Demonstrated experience in achieving KPIs and revenue targets
Demonstrated experience in targeting C-level business executives
Strong PC skills particularly in MS Excel and PowerPoint
Strong organisational and time management skills

If this opportunity if of interest to you, please 'APPLY' today!
For further information please contact Emmy Hathaway at Recruitment Source on 02 9844 5875.

843804"
Business Development Manager- Consumer Intelligence,Business Intelligence,SalesSourceNational,Sydney NSW,New South Wales,"$80,000 - $90,000 a year",https://au.indeed.com//rc/clk?jk=b1c0f3864cde3257&fccid=de84844f82a0e8a4&vjs=3,"Selling Market Intelligence Solutions to the APAC region
Predominately phone-based role with online demonstrations
Requires min. 3 years consultative sales experience

Seeking an experienced Business Development Manager for a Global Organisation.

This is your opportunity to join a global organisation working within the Market Intelligence Industry. Providing essential Business Intelligence Solutions to Clients that will assist them in identifying opportunities, minimizing risks and supporting strategic planning for tactical business prospecting.

As a Business Development Manager working within the Consumer Intelligence Division, you will be responsible for driving new business acquisitions with a key focus on the APAC region. You will be engaging with Senior Leaders in a predominately phone-based role with the occasional face-to-face Client visits and online presentations.


Key responsibilities will include:
Engage with C-level decision-makers and demonstrating Market Intelligence Solutions in live online presentations
Identifying and targeting prospective Clients within the industry vertical
Demonstrating persistence and striving to achieve individual KPIs and revenue targets
Reporting to the Sydney Sales Director and Sales Team Leader

Essential experience for this role:
Minimum of 3 years consultative sales experience
A strong history in B2B Telephone Sales
Demonstrated experience in achieving KPIs and revenue targets
Demonstrated experience in targeting C-level business executives
Strong PC skills particularly in MS Excel and PowerPoint
Strong organisational and time management skills

If this opportunity if of interest to you, please 'APPLY' today!
For further information please contact Emmy Hathaway at Recruitment Source on 02 9844 5875.


843803"
Business Intelligence Data Warehouse Specialist,Business Intelligence,Fusion Professionals,Sydney NSW,New South Wales,"$80,000 - $150,000 a year",https://au.indeed.com//rc/clk?jk=31a823c9d0d137f3&fccid=1f72ad7d790416f5&vjs=3,"Fusion Professionals is a dynamic IT services company based in Sydney, Australia. We take pride in building a foundation of professionalism, responsiveness and trust with our clients and believe we have the best people that are driving sophisticated data solutions for our Clients.

Due to growth within our company we are in search for a talented Business Intelligence, Data Warehouse and Data Integration Specialist to join our team.
As a Data Specialist, you are responsible for the architecture, design, implementation and documentation of data models, data ingestion (ETL/ELT and Streaming), integration (API and batch) and the presentation of the data for consumption by end users and applications (BI and Reporting).
The successful candidate will be comfortable in taking a leadership role in client facing engagements, and in making presales and consulting presentations to prospects and customers. Depending on the seniority of the selected candidate, the position may also have direct reports who are data and integration engineers.
We like to empower and trust our people therefore you must be able to work independently without supervision, but also have the ability to be a great team member as we like to celebrate our successes and have fun!

KEY RESPONSIBILITIES:

Design, develop and document data models
Design implement and support streaming and batch data ingestion into application databases and data warehouses
Determine feasible options to implement database objects, load processes, business rules and complex transformations
Write reusable unit and functional test scripts
Contribute to development and testing environment administration and operation
Contribute and be part of a Community of Practices

You must be a Permanent Resident or Citizen in Sydney, Australia and available as soon as possible.

Requirements:
Must Have:

Permanent Resident or Citizen of Australia
Living in Sydney or happy to relocate
Knowledge & Experience:
Tertiary qualifications in engineering, IT or equivalent experience
5+ years’ experience in Information Technology in Data Warehouse, Database and/or BI related roles
Understanding of relevant development life cycles and technologies
Experience with large scale application and infrastructure projects > 5 platforms
Strong experience in Database/Data Warehouse technologies - ideally Oracle, SQL Server and/or Snowflake
Strong experience in data modelling and associated tools
Strong experience with ETL/ELT development and related tools - ideally Talend, Matillion, DataStage and/or AWS Glue
Strong experience with BI tools - ideally Tableau, Qlik, PowerBI and/or Oracle Analytics Cloud
Experience with API integration - e.g. Boomi, Mulesoft, Azure Integration Services and/or Oracle Integration Cloud
Strong experience in translating high level requirements and designs into deliverables
Strong experience in a large scale, complex system integration projects in a cross domain, cross-partner, multi-application, multi-sourced technology environment
Experience working in Agile (SAFe) frameworks

Nice to Have:

Strong interpersonal, written and verbal communication skills
Highly developed conceptual, analytical, problem solving skills and systems and process thinking
Ability to work under pressure
Ability to work on current initiatives and prioritise and balance work accordingly
At least 5 solid years of hands on experience designing data warehouse and/or data models
At least 3 solid years of hands on experience modern languages: Python, J2EE, C# ,JSON, XML,XSD, Scala
At least 3 solid years of hands on experience developing and enhancing ETL jobs
At least 3 solid years of hands on experience querying and profiling data
At least 3 years’ experience working in cloud data storage mechanisms (e.g. S3)
Experience with big data ecosystem technologies such as Kakfa, Cassandra, datalake (S3)
Excellent working knowledge of database data dictionary objects (any DB)
Familiarity with version control systems (Mercurial, Git, Perforce, Subversion)
Experience loading data from web services / cloud services / S3
Familiarity with BI/DW industry best practices
Familiarity with automated deployment methods & tools
Experience with dimensional data modelling principles (e.g. star and snowflake schemas, denormalised data structures)
Eager to learn new domains such as Machine Learning
Pragmatic, concrete approach to software delivery

Australia is a great place, we know that! But you must be eligible to work in Australia to join our team.

Benefits:
In our workplace you will find inspiration every day and always learn something new. In addition to working with great people you will have access to:

Leading edge work - Our clients are in the top ASX 100 companies of Australia and we partner with some big names in the BI, data ingestion, data warehouse and big data fields.
A generous performance bonus program- the more you succeed, the more we succeed, and we love sharing the success.
Career growth – access to Training & Development to ensure your skills are ahead of the rest.
Choose your own device – we understand that everyone has their preference whether that be Windows or Mac, the choice is yours.
Mobile and Internet allowances

"
Business Intelligence Analyst,Business Intelligence,Pettit Pharma & Device Search,Frenchs Forest NSW,New South Wales,"$140,000 a year",https://au.indeed.com//rc/clk?jk=c8475478481b7100&fccid=52c178d0a9d7b0eb&vjs=3,"THE COMPANY YOU WOULD BE JOINING
This organisation is a global medical device & technology company that develops and markets surgical products and services.
Their products allow their customers to deliver high quality care to deliver enhanced clinical outcomes for their patients.
Their broad portfolio focuses on the needs and wants of specific medical specialties to offer their customers the power of choice and convenience.
THE BENEFITS
This company is committed to the growth and development of its employees.
The tenure of their employees is long as they are very happy with this high-performance culture and the opportunities that are available to them.
Be nurtured and empowered and have a voice.
Strong diversity and inclusion practices.
Do you want to join a passionate and collaborative culture that makes a difference to patients’ lives?
WHAT YOU WILL LEAD AND GROW
This position acts as the manager and lead resource for;
Pricing Control
Contract Management
Salesforce.com
Tenders, pricing and submissions (liaising with the Business Unit Director and Business Development Manager).
Leadership of day to day management of Salesforce.com including daily sales update loads, control of the pricing matrix and delivery of metric led dashboard reporting to the ANZ business.
Management of the Australian business’ customer price lists including ensuring that all price SKUs held within the business’ ERP have been signed off in compliance with requirements.
Management and control of the tender offer process for all product lines to all Australian state public health bodies.
Development of ad hoc sales reporting as required using sales cube, Salesforce.com or other relevant systems.
This position will manage 1 – 2 direct reports.
WHAT QUALS, EXPERIENCE & SKILLS WILL YOU NEED TO GET THE JOB?
5+ years’ work experience in a commercial/business analyst role within a commercial/contract management function.
Advanced Excel skills.
Oracle ERP including sales cube reporting.
Sales and/or marketing field background ideally, however, not mandatory.
SQL experience a distinct advantage.
Experience with Salesforce.com or similar CRM.
Proven experience of commercial negotiations within private and/or public health industry space.
Elementary understanding of US GAAP and SOX compliance processes.
Medical technology/devices, FMCG or other high-volume sales environment industry experience ideal, however, if you come from outside this, with relevant experience, you are encouraged to apply.
Interested? Please 'apply now' or call Scott Della-Pietra on 02.9817.0599, quoting reference number 2861. Please note, your details/resume will not be sent anywhere without a formal interview and, if successful, your subsequent prior permission. Personal information provided will be used for recruitment purposes only and be treated in the strictest confidence. Only shortlisted candidates will be contacted."
Microsoft Business Intelligence Specialist,Business Intelligence,Fyndr Group Pty Ltd,Sydney NSW,New South Wales,"$125,000 a year",https://au.indeed.com//rc/clk?jk=c1676e074479da24&fccid=03e7ebc48fbea30f&vjs=3,"Our Newcastle based client is looking for an MS BI Specialist for a permanent role.

This is a rare opportunity to join a newly created team where you will be working alongside a Data Engineer and Data Scientist to drive BI strategy and develop BI architecture within the Data Analytics strategy.

In this newly created role, you will be the sole BI specialist and will need to be more than a technical reports and dashboards creation person. This team is specific about how they deliver BI and Analytics solutions whilst applying Data Science and Predictive Analytics in a Data Warehouse environment.

This is not going to be a straightforward environment to work in and it will be a challenging role. You will need to be specific in delivery and will be supported with actionable and predictive analytics. You will need to have an understanding of BI architecture and how self-service BI works.

It is an exciting time to be joining the business and you will have the opportunity to learn new methods and technology. You must have a willingness to collaborate, learn and deliver as well as being empathetic to the needs of users and the business. You should have good communication and stakeholder management skills.

SKILLS & EXPERIENCE
Business Intelligence & Data Warehouse background
Microsoft BI skills in Power BI and SSAS
Preferably worked in a Microsoft Azure environment
Strong problem-solving skills
Worked with creating and maintaining Data Governance
Understanding of Kimball dimensional modelling
Strong written and verbal communication skills
Strong stakeholder management skills
We are interviewing immediately and can wait for a notice period to be served.

Click the button below to APPLY."
Senior Business Intelligence Manager - Western Sydney,Business Intelligence,Bluefin Resources,Sydney NSW,New South Wales,"$130,000 - $160,000 a year",https://au.indeed.com//rc/clk?jk=f4001194ff2f14c9&fccid=22e6782d3766aa04&vjs=3,"Setting the reporting vision executing on the strategy and managing the roadmap
Responsible for all technologies used within the BI team
Western Sydney (Homebush)
Position Summary
As the head of Reporting you are tasked with the role of setting the reporting vision executing on the strategy and managing the roadmap. You will be responsible for all technologies used within the BI team and are expected to make recommendations in relation to existing tools and the potential use of new tools in the BI space. You will lead a team of specialised professionals with the aim of developing and recruiting talent to deliver on the BI programme goals.
Responsibilities & Duties
Setting the Reporting and Business Intelligence Vision & Strategy
Define, articulate and implement a reporting roadmap, including the design and delivery of the organisation's future data function capabilities
Recruiting & developing talent to support the execution of the BI roadmap
Managing stakeholders with respective to their reporting needs and requests
Developing productive and positive relationships with key stakeholders across the business
Making technology recommendations for reporting tools
Ensuring all Documentation of BI Reporting processes are up to date
Managing the development and consistency of reports across the business
Ensuring integrity of all Data, Reports, Dashboards that emanate from the Reporting Team
Accountable for governance, documentation, policy, procedure, standards & processes across the data and analytics practice
Liaison with Business Stakeholders and IT SMEs
Managing the various tools used to disseminate data (Crystal reports, Tableau)
Manage logins, access levels & security around reporting systems
Receive, scope and prioritise requests for new reports / amendments to existing reports
Oversee the development and maintenance of the businesses Data Dictionary and Data Warehouse
Skills & Experience
Experience managing a team of at least 5 people
Background in process improvement
4-5 years experience in gathering report requirements, implementation of reporting using reporting and visualisation tools
Experience in Tableau, Crystal Reports or similar systems
Personal Attributes
Strong communication skills both written and verbal with a demonstrated ability to proactively build and manage quality relations across various stakeholders
Demonstrated ability to proactively build and manage quality relations across various internal / external stakeholders
Collaborative leadership style
Natural Leadership qualities
Ability to work to deadlines
Attention to detail
Ambitious, career minded
Embrace and promote t company values and culture
IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.

http://www.bluefinresources.com.au/privacy-policy
BBBH36829_157059923348878"
Business Development Manager- Consumer Intelligence,Business Intelligence,Recruitment Source,Sydney NSW,New South Wales,"$80,000 - $90,000 a year",https://au.indeed.com//rc/clk?jk=37df5d7c6ed4b6ba&fccid=5598c0e99df1e931&vjs=3,"Seeking an experienced Business Development Manager for a Global Organisation.

This is your opportunity to join a global organisation working within the Market Intelligence Industry. Providing essential Business Intelligence Solutions to Clients that will assist them in identifying opportunities, minimizing risks and supporting strategic planning for tactical business prospecting.

As a Business Development Manager working within the Consumer Intelligence Division, you will be responsible for driving new business acquisitions with a key focus on the APAC region. You will be engaging with Senior Leaders in a predominately phone-based role with the occasional face-to-face Client visits and online presentations.


Key responsibilities will include:
Engage with C-level decision-makers and demonstrating Market Intelligence Solutions in live online presentations
Identifying and targeting prospective Clients within the industry vertical
Demonstrating persistence and striving to achieve individual KPIs and revenue targets
Reporting to the Sydney Sales Director and Sales Team Leader

Essential experience for this role:
Minimum of 3 years consultative sales experience
A strong history in B2B Telephone Sales
Demonstrated experience in achieving KPIs and revenue targets
Demonstrated experience in targeting C-level business executives
Strong PC skills particularly in MS Excel and PowerPoint
Strong organisational and time management skills

If this opportunity if of interest to you, please 'APPLY' today!
For further information please contact Emmy Hathaway at Recruitment Source on 02 9844 5875."
Data Analyst/Junior Data Scientist,Data Scientist,S2M,Sydney NSW,New South Wales,"$80,000 - $90,000 a year",https://au.indeed.com//rc/clk?jk=c8c87d7587fa0aa5&fccid=9ec0929953b0326d&vjs=3,"2-3 Years' experience
Up to $90k package
Client-side opportunity with amazing career growth opportunities
This is your chance to join a dynamic, collaborative team within a leading eCommerce brand and really lead the transformation in the use of data in the organisation.

The Business:

Reporting to the Head of Tech, you have a real passion for advanced analytics and diving into data. You will be part of a growing team and really take ownership in delivering insights and recommendations to contribute in shaping the future services to clients. Excellent work environment and a broad range of career progression opportunities await the successful candidate.


About you:
You will have a unique skill set – inquisitive mind, technical ability, experience working with data, solid understanding of statistical analysis and outstanding communication skills.
You will have an entrepreneurial mindset and really take the data to the next level.
You will have the ability to leverage a wide range of data sources to perform analysis and solve problems.
You will have the ability to build re-usable reports and insights to empower end-users.

To be successful you will have:
2-3 years’ experience as a data analyst/scientist.
Expert with SQL querying
Ability to review and recommend new data management solutions, including data warehousing and segmentation.
Proficient in Excel/Python/R
Excellent analytical and communication skills.
Strong mathematics background.
Experience working with a variety of data sources.

Why you should apply:
This is the perfect opportunity for someone to really to ownership of the role and takes the data to the next level.
Amazing career growth opportunities.
Ideal role for a Data Analyst who wants to work with the latest technologies.
For more information or an informal chat - Please email sophie.ramsey@s2m.com.au or call 02 8396 6800
3018791"
Data Scientist,Data Scientist,Firesoft People,Surry Hills NSW,New South Wales,$300 - $800 a day,https://au.indeed.com//rc/clk?jk=742411b67e79b0a1&fccid=5385a960d1cfded8&vjs=3,"Data Scientist - Surry Hills, Sydney, Australia

6 month contract, high chance of extension
Great Daily rate
Surry Hills location
About the company:

One of Australia's leading retail organisations based in Surry Hills is looking for a Data Scientist. They will join a team that is recognised by Google and Facebook as one of the best Data Science teams in the country.

The purpose of this role is to support the Data Sciences team to develop, implement and optimise analytical and predictive models to deliver better product: customer targeting.

Responsibilities:

Develop and maintain state of the art advanced statistical and machine learning models (GLM, Random Forests, GBM, xGBoost, etc) to drive marketing strategies and tactical executions.
End-to-end data science execution including scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.
Engage with business partners and delivery teams to ensure algorithms are delivered and implemented into production systems
Develop, maintain and enhance variety of customer segmentation models to uncover customer insights.
Interpret analysis and modelling results in a business context and provide commercially focused recommendations to support business decisions.

Requirements:

Experience in developing class-leading algorithms to drive commercial outcomes.
Proven commercial experience in statistical and machine learning modelling, with experience manipulating and 'making sense' of big data from disparate systems.
Advanced working knowledge of analytical programming: SQL, SAS, R or Python.
Exposure to Big Data platforms, such as Hadoop and Spark.
Experience with SQL essential; exposure to AWS Redshift or Teradata preferred.
Experience in working in complex, multi-stakeholder environments

We have already launched a headhunt drive for this role - if you feel that this is the next step in your career, apply now!!"
Data Scientist,Data Scientist,Firesoft People,Sydney NSW,New South Wales,"$300 - $1,000 a day",https://au.indeed.com//rc/clk?jk=65c450de82bad1e1&fccid=5385a960d1cfded8&vjs=3,"Data Scientist

Initial 6-month term with likelihood of extension
Central Surry Hills location
One of the best Data Science teams in Australia
About the Company:

Australian retail giant is looking for an experienced Data Scientist to join a team that has been recognised by Facebook and Google as one of the most impressive Data Science teams in Australia.
About the Role:

This role supports the Data Science team in developing, implementing and optimising analytical and predictive models to deliver a better product in customer targeting.

You will be:

Developing and maintaining state of the art advanced statistical and machine learning models (GLM, Random Forests, GBM, xGBoost etc) to drive marketing strategies and tactical executions.
Executing end-to-end Data Science including scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.
Engaging with business partners and delivery teams to ensure algorithms are delivered and implemented into production systems.
Developing, maintaining, and enhancing a variety of customer segmentation models to uncover customer insights.
About You:

In order to succeed in this role, you will have:

Experience in developing algorithms to drive commercial outcomes.
Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.
An advanced working knowledge of analytical programming - SQL, SAS, R, Python.
Exposure to Big Data platforms such as Hadoop and Spark.
Strong experience with SQL
Exposure to AWS Redshift or Teradata preferred.
We have already launched our headhunt campaign, so if this sounds like you, don't miss out! Click APPLY to get in touch with Niki at Firesoft People for further information."
Data Scientist,Data Scientist,The Recruitment Company,Sydney NSW,New South Wales,"$130,000 - $140,000 a year",https://au.indeed.com//rc/clk?jk=931d9e0d2314275d&fccid=86b33657c5f56739&vjs=3,"130 - 140k + Super + Bonus
Lead the market with insights delivered to customers via cutting edge digital tech
Market leading digital banking environment
The Company
My client is an Australian digital bank leading the way in this new marketplace. Their aim is to provide cutting edge solutions to their customers via customer centric technology solutions. Their current focus is to provide valuable, tailored insights to these customers relating to all aspects of their financial life.
The Role
Within this role you will work both at both a micro and macro level, looking at how the bank can bring better insights to their customers. You will help develop high level strategy in conjunction with other teams within the company and will then build specific, data driven solutions that will be rolled out to customers via the banking app.
Your solutions will utilise statistical tools as well as AI and machine learning techniques to draw data from various transaction sources and create models to provide insights.
You will work at a more strategic level, assessing analytical tools and techniques to identify new opportunities for the bank to provide ever better insights to its customers.
Your skills
You will need to bring to the role the following experience
10 years or more in a statistical based role analysing large and complex data sets
Very strong knowledge of statistical modelling techniques
Good skills with at least one major statistical package (SAS, SPSS or other)
A strong background in retail banking technology, ideally with a strong focus on digital
Good knowledge of AI and machine learning techniques relating to building analytical insights
Strong skills with Jira and Confluence
The ability to work at a strategic level as well as on the coal face delivering solutions
The opportunity
This is an opportunity to be a part of a bank changing the way Australian's see banks. Your solutions will bring real benefits to Australians and will lead the way in what banking customers expect from their data. You will get the opportunity to work with some of the best in the market and to get your hands on cutting edge tech.

#LI-TRC"
