job_title,job_category,company,location,region,salary,link,summary
Data Analyst,Data Analyst,"Go, Inc.","Portland, OR 97204",Oregon,"$50,000 - $65,000 a year","https://indeed.com//company/Go,-Inc./jobs/Data-Analyst-8bbd4ba8e664418b?fccid=b0bbd996cc67dcab&vjs=3","Data Analyst Job DutiesData analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.*ResponsibilitiesDevelop, implement, and maintain both flat and relational databases for ongoing internal engineering and research projects.Create and maintain ‘data dictionary’ for use by both engineering and research units.Create and run statistical scripts that assess data structure/functional form, data cleanliness, labeling, and repeat capture from data source.Perform data manipulation tasks such as: data cleaning, labeling, and analysis.Create ‘game plan’ for data consumption, which will include basic web-based capture, API calls, and potentially NLP-based keyword search and data transformation.Create, maintain, and present ongoing audits of data sources.Create weekly data capture, cleaning, labeling, and aggregation progress.Create analytic tools to understand and intra/inter dataset correlations, then document correlations accordingly.Work with management to prioritize research and engineering needs.Locate and define new process improvement opportunities.RequirementsProven working experience as a data analyst, researcher, statistician, data architect, or data engineerTechnical expertise regarding data models, database design development, data mining and segmentation techniquesStrong knowledge of and experience with databases (SQL etc)Advanced statistical package skills (R/Rstudio, STATA)Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, STATA, R, etc)Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsStrong background in Mathematics, Economics, Computer Science, Information Management or StatisticsStrong understanding of database architecture (flat, relational, and tree/node)Understanding of open and closed data sources, legal and ethical data scraping considerations, and data source reportingWillingness to learn and incorporate social science correlation patterns into research objectives (social psychology, organizational theory, etc.)Experience working alone and with a teamStrong verbal and written communication skillsPrevious SaaS experience a plus*Job Type: Full-timeSalary: $50,000.00 to $65,000.00 /yearExperience:relevant: 2 years (Preferred)Additional Compensation:Other formsWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceParental leaveFlexible scheduleProfessional development assistanceThis Job Is Ideal for Someone Who Is:Adaptable/flexible -- enjoys doing work that requires frequent shifts in directionDependable -- more reliable than spontaneousDetail-oriented -- would rather focus on the details of work than the bigger pictureAchievement-oriented -- enjoys taking on challenges, even if they might failAutonomous/Independent -- enjoys working with little directionSchedule::Monday to Friday"
PBM Business Data Analyst 3,Data Analyst,Oregon Health & Science University,"Beaverton, OR",Oregon,"$65,723 - $99,524 a year",https://indeed.com//rc/clk?jk=a8ff1ee0aef7cf0d&fccid=85be009ba3b3a5a6&vjs=3,"Function/Duties of Position
The PBM Data Analyst 3 provides support to clients of OHSU Pharmacy Benefit Management Services.

This position independently gathers, complies, analyzes and provides qualitative and quantitative information and statistical data; provides analytical, consultative and decision support; provides complex systems support and presents information in narrative or schematic form for use in business planning and administrative decision making. Leadwork responsibilities are part of this classification.

This is the third level of a three level series. The Business Data Analyst 3 is distinguished from the lower level by responsibility for providing consultative and decision support. At this level, employees plan and coordinate complex business research projects; provide complex systems support and develop research methodology, procedures and forms for data collection; analyze and interpret the information; and report findings, including recommendations.
Required Qualifications

A Bachelor’s degree in finance, business management or related field
Two years of industry related experience that includes project management, financial accounting, management reporting and analysis of specialized work processes standards, regulations; statistics or quantitative analysis methods and procedures; OR

An equivalent combination of education, training and/or experience
Proven ability to complete projects on time, on budget, and on scope
Proven ability to work with multiple information systems
Ability to collaboratively work with multiple business units and teams within Pharmacy and external stake holders
Ability to evaluate large amounts of data and translate to workable opportunities
Standing, walking, stooping, crouching, reaching, talking and hearing
Clarity of vision at 20 feet and 20 inches or less. Adjustment of eye to bring object into sharp focus.
Ability to handle 1-5 pounds by hand continuously.
Long periods of time at computer terminal, telephone, copier, fax, common application software
Must be able to perform the essential functions of the position with or without accomodation

Preferred Qualifications

Two or more years of pharmacy technician experience
Two or more years of managed care experience
Ability to work independently with minimal direction
Ability to manage multiple competing tasks
Oregon Board of Pharmacy Certified Pharmacy Technician License

All are welcome
Oregon Health & Science University values a diverse and culturally competent workforce. We are proud of our commitment to being an equal opportunity, affirmative action organization that does not discriminate against applicants on the basis of any protected class status, including disability status and protected veteran status. Individuals with diverse backgrounds and those who promote diversity and a culture of inclusion are encouraged to apply. To request reasonable accommodation contact the Affirmative Action and Equal Opportunity Department at 503-494-5148 or aaeo@ohsu.edu."
Data Analyst,Data Analyst,Outside In,"Portland, OR 97205 (Northwest area)",Oregon,$22.84 - $27.31 an hour,https://indeed.com//rc/clk?jk=bff8747a05aa03d2&fccid=01c19462b25c780b&vjs=3,"Since 1968, Outside In has transformed thousands of lives by helping break the cycles of chronic homelessness, poverty, and poor health among Portland’s LGBTQIA+ community, people of color, those experiencing homelessness, and the underserved. Our health clinic and young adult programs strive to meet people where they are and provide safe, affirming spaces for our community to receive judgment-free care and support.

Job Summary - Data Analyst

Queries, reports, and analyzes information from various data sources, including Electronic Health Records. Creates custom reports and dashboards, develops solutions for managing and summarizing information, and ensures the timely and accurate submission of reports to internal and external stakeholders.

ROLES & RESPONSIBILITIES

Responds to data integration and data analysis requests;
Designs and develops internal and external data reports and visualizations using Business Objects, Crystal Reports, SQL queries, Tableau and various other tools;
Extracts, Transforms, and Loads (ETL) data;
Collaborates with data & operations staff on automating reports, data integration, & transmission;
Participates in reporting & QI meetings focused on data projects & quality improvement
Documents all work performed – including code and process flow diagrams;
Participates in professional development/training activities to maintain/enhance technical skills;
Advises and assists in developing new approaches to meet internal and external data requirements;
Assists with administration of SQL databases. Performs routine maintenance tasks and assures all databases are sufficiently backed up.
Technical Requirements:

Epic EHR
Clarity DB Reporting
Tableau
Microsoft Excel
SQL queries / SQL Server
Crystal Reports & Business Objects
BI & data analysis tools
Visual Studio
QUALIFICATIONS AND EDUCATION REQUIREMENTS

Two years’ experience in analyzing and reporting data in a health care setting or any combination of experience and training which provides the applicant with the knowledge, skills, and ability required to perform the work, including:

Proficiency with Crystal Reports, Microsoft SSRS, SQL development & advanced MS Excel skills.
Experience with EHR data (Epic preferred).
Experience analyzing data in a health care or social services setting.
Familiarity with Clarity DB, Business Objects, BI SAP applications, SSMS preferred.
Resourceful & able to manage projects independently.
Strong communication skills and ability to participate as a team member.
Skills in basic statistical calculations and data manipulations.
Skills in obtaining, exchanging, analyzing and clarifying information.
Skills in assessing problems, interpreting needs, and developing solutions.
Ability to effectively communicate technical information to non-technical personnel.
Able to prioritize work and has the ability to meet deadlines.
Ability to maintain the highest degree of confidentiality with PHI.
Ability to work with staff from diverse backgrounds and with diverse roles in the agency.
We are an equal opportunity employer dedicated to workforce diversity. Multicultural and intersecting diversities are highly valued."
"Aerospace Engineer – Research Scientist (Dayton, OH)",Research Scientist,Ahmic Aerospace,,Wisconsin,"$64,000 - $90,000 a year",https://indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DPXqhu2K9MM1quCaWZyB9lnaENK3c7qsSknhLlFEtbYyvrwKcKlzb20DqdexPtTAOipLa95-nJcLe1qQMcAX2OLY7ekT4fL0d6g5jTH5FK7DrQKqHNrFg5Bh0-SWRPpbeRToWmqdrT_t6Q5wUoh5Gfz3GxvHLOjuOuo422y_6zCz5X6tKlTme_IbiSs9uIpADxa3qF-HP2RJ-1TQEXQRnhQrPoJ1zsJGTt1oUF1OBXT78CFuCMCfL1zMsCqwxvXGvZdGXcYUbR65MAEtk2AUEM4N8UpHJnI_x-ScG4XCiArRkOfVJ9q6eg_MZLuPbaRxV45MdQnMBDVIROEdu25LXyGDz_ZwhuJmE0FU5PpQq8HW8aHuF0NjJ40rbTwNfU3cLMGKrpWBZM1lWRiR0fQwc4e51BDhJ3LIt-c0JJaCyi7c_w4z2mklQV71_kF91LblAsA2KANEdQrS9wOfT7eU6UrRR8yeUkQ-8=&p=0&fvj=1&vjs=3,"About Us: Ahmic is a small aerospace research company specializing in high-performance instrumentation and measurement techniques. Our research portfolio targets many high-speed and high-enthalpy test environments including scramjet vehicles, propulsion systems, re-entry flight systems, space access vehicles, and material testing. Ahmic develops advanced instrumentation to transform the way aerospace test data is collected in challenging aerothermodynamic environments.Be Fearless. Be Ambitious. Be Different.Ahmic is looking for an extraordinary engineer to join our growing team. We spend our days solving difficult problems and developing new products that redefine the aerospace industry. In this fast-paced environment, the sky is not the limit. Seriously, we build sensors that go into space! Are you a motivated self-starter with the ability to drive tasks to completion? Are you a bold uncompromising disrupter who is not afraid to challenge the status quo? Are you a fearless critical thinker with a passion for risk-taking? If so, let’s talk!Your Responsibilities: Develop, plan, and execute laboratory and supersonic/hypersonic wind tunnel test programs.Process, analyze, and present experimental test data to the team and customers.Design and develop novel aerospace instrumentation to meet industry needs.Quickly understand new technologies and adapt to rapidly changing program requirements.Your Qualifications: Broad experience designing and conducting laboratory / wind tunnel experimentsStrong technical proficiency in data acquisition principles and software / hardwareInstrumentation experience working with thermocouples, pressure systems, strain gages, load cells, and other mechanical and flow measurement devicesProgramming skills (LabVIEW / MATLAB) in data analysis and post-processingPossess a deep understanding of fundamental engineering principles required to solve complex fluid problems: boundary layer analysis, high-speed aero, propulsion, etc.Experience writing clear and concise technical proposals, reports, and test plansRequirements: US Citizenship, as defined by ITAR (22 CFR 120.15.)Ability to obtain US DoD Security Clearance if requiredDegree in Aerospace Engineering (or related disciplines)M.S. or Ph.D. degree; or B.S. degree with 5 years related work experienceLocation:  Dayton, OHJob Type: Full-timeSalary: $64,000.00 to $90,000.00 /yearExperience:relevant: 2 years (Required)Education:Master's (Required)Application Question:Are you a U.S. citizen & able to obtain a DoD security clearance?Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleParental leaveRelocation assistanceTuition reimbursementProfessional development assistanceThis Job Is Ideal for Someone Who Is:Innovative -- prefers working in unconventional ways or on tasks that require creativityAchievement-oriented -- enjoys taking on challenges, even if they might failAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionSchedule:Monday to FridayCompany's website:http://www.ahmicaerospace.com/"
Business Intelligence & Reporting Lead,Business Intelligence,Time Investment Company,"West Bend, WI 53095",Wisconsin,"$50,000 - $90,000 a year",https://indeed.com//company/Time-Investment-Company/jobs/Business-Intelligence-Reporting-Lead-4efba4a539112d2b?fccid=bdac1fab17171399&vjs=3,"The Business Intelligence & Reporting Lead primary responsibilities will help us extract meaning from large volumes of data to make the right business decisions. The candidate will have to set the right vision, strategy and roadmap and work alongside with stakeholders in the organization to make it happen. The candidate knows and has a passion for working with business intelligence tools, can model multidimensional datasets, and can partner with business leaders to answer key business questions. Responsible for requirements gathering, report design/authoring, quality assurance and documenting artifacts related to the report development lifecycle. Utilized strong business and technical knowledge to ensure the highest level of service and efficiency for the customer.ESSENTIAL DUTIES AND RESPONSIBILITIESBecome the Subject Matter Expert (SME) of reporting capabilities within enterprise applicationsExtract, organize, and analyze enterprise data to support organizational decision-making processes· Create and maintain tools that will automate reporting. Establish reporting standards and criteria and maintain data and reporting integrity.Develop, maintain, and optimize regular (daily/weekly/monthly) reporting packages and dashboardsTranslate stakeholder requirements into reporting deliverablesManage and deliver on ad hoc reports/data requestsMaintain a reporting schedule and documentation of reporting procedures and controlsParticipate in evaluating new technologies as Business Intelligence requests matureAnalyzes and manages all reporting requirements to support both tactical and strategic decisions within Time Investment Company (TIC).Develop and manage the ongoing operations and standardization of enterprise data warehouse and operational data store.Develop, maintain and manage metadata, reporting, analytics, dashboards, report definitions, data extracts, etc. Design, code, test and document all new or existing BI solutions. Writing complex queries, views and stored procedures.Ensures accuracy of all reported data by continually reviewing and analyzing current sources, processes, and systems functions.Creates and maintains all TIC databases, spreadsheets, and other tracking mechanisms.Collaborate with departments to identify and scope the business opportunity, to understand, document and analyze business requirements, identify effective reporting techniques, the best data sources, risks and constraints, and desired reporting formats that drive the development and design of BI solution.Maintain a strong understanding of business workflow, processes, and events and how these are captured in transactional systems.Maintain knowledge of current and future techniques and technologies through research, training labs, reading, conferences and experimentation with new technologies in the workplace.Perform any other related duties as required or assigned.EDUCATION AND EXPERIENCEGeneral Qualifications4-year degree from an accredited institution in Business, Information Technology, Business Analytics or related field Mathematics, Statistics, Economics, Business, Computer Science, Information Management or related field OR combination of education and significant experience required. (i.e. at least 3 years of experience in reporting and/or analysis a OR a High School Diploma / GED and at least 6 years of experience in reporting and/or analysis)Two (2) years of experience in designing and authoring reports/dashboards using Microsoft BI stack (Excel/SSRS/PowerBI) or other current reporting tools is required.Two (2) years of experience writing complex queries using T-SQL/PL SQL.Experience must include development of BI solutions (metadata, reporting, analytics, dashboards, report definitions, data extracts, etc) (financial sector preferred). Experience must include knowledge of SQL (designer, queries)Good communication and interpersonal skills. Ability to interact with diverse technical and non-technical groups, spanning organizational levels.Understanding of relational database design and concepts.Experience identifying operational issues and recommending and implementing strategies to resolve problems.MATHEMATICAL SKILLSAbility to work with mathematical concepts such as probability and statistical inference, and fundamentals of plane, algebra, solid geometry and trigonometry.CRITICAL THINKING SKILLSAbility to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.Job Type: Full-timeSalary: $50,000.00 to $90,000.00 /yearExperience:relevant: 2 years (Required)Education:Bachelor's (Required)Location:West Bend, WI 53095 (Required)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionDetail-oriented -- would rather focus on the details of work than the bigger pictureAchievement-oriented -- enjoys taking on challenges, even if they might failAutonomous/Independent -- enjoys working with little directionInnovative -- prefers working in unconventional ways or on tasks that require creativityCompany's website:https://www.timeinvestment1.com/"
Business Intelligence Engineer,Business Intelligence,"TekPartners, A P2P Company",,Wisconsin,"$80,000 - $100,000 a year",https://indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CHpOIvs3qZo8sagDiUAvu-_P6y0GixwKP-GGMf9GPFgQkGm_MVHBk5iDXjIzBBdDvDgDcfVdLsDoE3A_mPyqROO37pcJUHGS7BpRjoT1-C9F0fvPMRD5vF6LkMDZUGiDh1Xbn_8yKyVqXO7yTmJ4W28UpUb-QRz2yjU49D6kw6-yF7qKScOQyddMvOrhyBkRxbt15MxuRU95G37eQBN7ykC-LXVbtRZWRTiPC18KnGHBjkxZPycYd5lJDn4ab-q8_vaJXhWkkZcIjsqet3WcKwv9Nncfx7euINhpR6eIpMjniTty2PFDTOtfcuGUU9TVIm7quWPS501B1Z420f3Dq4vpjOO6oTpYO9jj-9jAFnNFLMaBnnaZQPPS8SRb77Gx-NzABkxKVu1FPhKmpiY2XQgdrav-GGniEDRe9__ebmq4BK5BY2vZdDfTfminP2iAIJ8p3dbue2o295Fdv1ulb7LL72fplSY06PedGyitIaIJDh7eikGRV9-ClwKdYs3Z1BnsCm8PfS2eAJ6VMLYVhUWqv1bLn7_yUgAht1lxepT4fo2dgbsI7wQbOmTkuR8V4afGua5cq7L09BxHqmQEQk12KaW2byM1mhKVtGo-bHvDFjuLPfxZUx1WP2fypQmxihMllVOTaobNDBkgHoFfxbFdDfJd1n3a3OSa70dFAj9Lc_kDRHlJgjnjmK9BDqHlZJo8w4Aca1lfV-vltrpGiUqYcUmCT5SL3X34HBUmWY0OyYxG2CfQWArE7Z79t46EHKPTS0wlPmoCuw_ESUaV1lWuYNtQxplJk3kmbFXFtrTBaOS3xxr9Uh2wOBtlSkFpLXmzNUXux6gNqics7EvJg1tMGSETAu9B6qtotXEGoS1rj-4bvnA4OB&p=33&fvj=0&vjs=3,"Title: Business Intelligence Engineer
Location: Milwaukee, WI
Duration: Full-time / Direct Hire
Compensation: $80-100K

Overview:
TekPartners offers the most sought after Information Technology positions with some of the most well-known companies in the world.

JOB DESCRIPTION:

Job Description
We are looking for a Business Intelligence Developer who is motivated to combine the art of visualizations with the art of data. Responsibilities will include implementing data in a way that users can drive meaningful action from it and also the process in how our data gets transformed from our transactional database into our data lake. You will work with both cloud-engineers and back-end web developers to build client-side and server-side logic. You will also be bridging the gap between the data and the user, taking an active role on both sides, and defining how the data looks and functions as well as how the data flows from one place to another.

Responsibilities
Develop new user-facing ways to consume data
Build reusable code and libraries for future use
Optimize applications for maximum speed and scalability
Collaborate with other team members and stakeholders
Create and maintain documentation for deployment and future developers
Perform peer code reviews and testing
Skills and Qualifications
Ability to collaborate with engineers through the entire software development lifecycle to solve engineering problems.
Experience with C#, Python, SQL and Javascript
Background in Visual Studio Code and Visual Studio
Knowledge of BI and how data can be consumed
Ability to help with CI/CD
Develop tests to validate acceptance criteria has been met (NUnit & unittest)
An understanding of web markup, including HTML5 and CSS3
Familiarity with of asynchronous request handling, partial page updates, and AJAX
Proficient understanding of code versioning tools, such as Git
Excellent interpersonal, written/verbal communication and organizational skills
Commitment to a sense of urgency for project timelines
Nice to Haves
AWS Experience
Looker Experience
Experience with microservices
Experience with Kubernetes and Docker
Experience with Snowflake Databases
Knowledge of metrics and logging vendors such as Sumo Logic, StatsD and Grafana
Awareness of MVVM, Kendo UI, or TypeScript
Familiarity with JavaScript module loaders, such as Require.js and AMD
Exposure to with front-end tools, such as npm and webpack
Our benefits package includes:
Comprehensive Medical BenefitsCompetitive Pay401K Retirement PlanAnd Much More

About TekPartners:
TekPartners is one of the fastest growing private staffing firms in the United States. We are a premier provider of highly qualified IT talent, Workforce Solutions and Business Intelligence Solutions to many enterprise organizations across the nation. As experts in the industry, our team continues to match proven talent to the right job opportunity every day.
TekPartners is an Equal Opportunity Employer."
Data/Business Analyst,Data Analyst,Essani International LLC,"Madison, WI",Wisconsin,$50 - $60 an hour,https://indeed.com//company/Essani-International/jobs/Data-Business-Analyst-358a14334346a965?fccid=3fb07369d7d3a647&vjs=3,"Business Analyst/Project ManagerLocation: MNDuration: 6 MonthsInterview Mode: Phone and WebexTypical Daily/Weekly Activities:Update Status ReportUpdate JIRA (create new tickets, gather acceptance criteria for existing tickets, ensure tickets have proper status)Get answers to development team questions by meeting with business stakeholdersEnsure daily standups, sprint planning, sprint review, and sprint retrospective meetings are taking place and adding valueCreate training documents / other communications for CDP end usersHelp troubleshoot end user CDP issuesEscalate issues impeding development team’s progress when neededTools / Skills Needed:JIRAMicrosoft Word / PowerPoint / Excel / VisioBeginner to intermediate PL/SQL (SQL Developer) experience a plusAbility to learn how CDP works (data structure, data load timing, adding new fields, similar to a Salesforce Admin, but for CDP)Job Type: ContractSalary: $50.00 to $60.00 /hourExperience:relevant: 1 year (Preferred)"
PRODUCT DATA ANALYST,Data Analyst,infolob,"Milwaukee, WI",Wisconsin,$50 - $56 an hour,https://indeed.com//company/infolob/jobs/Product-Data-Analyst-b063429bb2f06adf?fccid=5b83264e35625d6c&vjs=3,"PRODUCT DATA ANALYSTMilwaukee WI1 year +56/hr on w2Program: client is kicking off a Product Complexity Management initiative for products and parts across all its Buildings Technologies business units, in several waves of parallel projects. We require a Product Data Analyst to join our organization to lead a number of these projects.Background and Capabilities Required: Bachelor's degree required, MBA preferred. Product Management experience with manufactured products preferred, particularly in HVAC industry. Direct exposure to product lifecycle management would be an ideal background. 5-10 Years of Product Management experience in a large multi-unit organization. Advanced project management skills. Ability to quickly grasp a product portfolio and sales channels. Ability to analyze data to determine direction of portfolio (product mix). Strong communication, negotiation, analytical, and critical thinking skills. Ability to work collaboratively. Excellent facilitation and presentation skills. Cultural adaptability. Virtual and remote global team management ability. Independent and innovative spirit. Flexible and responsive to feedback. Ability to travel both domestically and internationally.Tasks:1. Defining the project charter, roles, tasks, milestones, and measures of success2. Work with product teams to build stakeholder relationships3. Ability to analyze product portfolios and look for consolidation possibilities.4. Ability to analyze sales and inventory data5. Ability to be an active facilitator of workshops and speaking in front of groups.6. Ability to lead discussion sessions to obtain background information and drive decisions.7. Creating and maintaining project documentation using multiple client standards and tools8. Facilitating day-to-day coordination while adhering to standards and sponsor expectations9. Acting as the link between the assigned project resources and key stakeholders10. Ensuring project closure including completion of lessons learned and required documentation11. Strong cross-business unit communication, influence and negotiation.12. Tracking project status, action items, savings and managing project issues and risks13. Escalating issues effectively through the organization14. Lead cross functional teams, composed of various levels of personnelJob Type: ContractSalary: $50.00 to $56.00 /hourExperience:E-Commerce: 1 year (Required)HVAC industry: 1 year (Required)product data analyst: 5 years (Required)"
Product Data Analyst,Data Analyst,"LB White Co., LLC","Onalaska, WI 54650",Wisconsin,"$52,000 - $56,000 a year",https://indeed.com//company/L.B.-White-Company/jobs/Product-Data-Analyst-0e31ca5dec31a37c?fccid=5f8981e50596f93d&vjs=3,"About the CompanyBased in Onalaska, Wisconsin, the L.B. White Company is one of the world’s leading manufacturers of natural gas, propane gas, and kerosene direct and indirect-fired forced air heaters, convection heaters, radiant heaters, and evaporative cooling systems for the animal confinement, construction, event, and greenhouse markets.Through the course of its 67-year history, the L.B. White Company has established a significant leadership position in markets around the world by delivering innovative products and quality service, and meeting the evolving needs of its customers.Position Description and ResponsibilitiesThe Product Data Analyst is the primary resource to perform analytics, research, lead processes, track results, and provide business intelligence to support our Marketing department. This includes working with various internal departments, external customers, computer systems, and modeling tools. This position reports to the Vice President of Marketing.Specific responsibilities include:Lead and evolve processes, reports and models for analytics and forecasting including reporting automation via SQL, Epicor, Excel, and otherMeasure, track and report results of projects and initiatives.Analyze customer data to identify trendsResearch and gather data on industry trends and developments.Monitor costs and raw materials fluctuations.Generate, analyze and present ad hoc reports for management.Work closely with departments on pricing, purchasing, products and sales initiatives.Provide business intelligence, forecasting, reporting and analysis leveraging site analytical systems, databases and industry dataPerform advanced analytics such as; cohort, ensemble modeling, site analytics, segmentation, marketing channel, behavior modeling, path analysis, lifetime value, & etc.Demonstrated ability to lead and transform business requirements to specific analytical processes, reports and toolsOrganize, categorize, analyze, streamline and be responsible for the company’s parts segment, working with Marketing to maximize sales and profits.Attention to detail and a strong self-starterPerforms other duties as requested.Experience, Qualifications and EducationThe ideal candidate will have the following qualifications:Bachelor’s degree in Marketing, or equivalent2+ years of experience in analytics.Proficient in Microsoft Office, especially Excel.Knowledge of SQL a plus.General knowledge on how databases work togetherExcellent communicator – speaks and writes clearly and to the point.Organized and analytical with relentless attention to detail.Attention to detail and a strong self-starterStrong intellectual curiosity and affinity for numbers.Compensation and BenefitsThe compensation package will consist of a competitive base salary determined, in part, by the successful candidate's level of professional experience. The successful candidate will participate in the Company-wide Incentive program. Relocation Assistance may be available if the candidate does not live within acceptable commuting distance.In addition, L.B. White offers a very attractive benefit package, including medical, dental, 401(k) plan, life insurance, long-term disability, paid vacation and holidays.Opportunity and ChallengeThis position is a key contributor to the successful performance of the Marketing department and offers a talented individual the opportunity to make a positive impact on a focused and growth-oriented organization.Job Type: Full-timeSalary: $52,000.00 to $56,000.00 /yearExperience:relevant: 2 years (Preferred)Education:Bachelor's (Required)Work authorization:United States (Preferred)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offProfessional development assistanceTuition reimbursementSchedule::Monday to Friday"
Data Extraction Analyst,Data Analyst,CycloMedia Technology Inc.,"Middleton, WI",Wisconsin,$13 - $16 an hour,https://indeed.com//company/CycloMedia-Technology-Inc./jobs/Data-Extraction-Analyst-2e6c974518adf4e3?fccid=c8245e8f4ec3ccd2&vjs=3,"Job Description: The Data Extraction Analyst position is an entry level position that utilizes advanced proprietary LiDAR point cloud visualization and extraction software.CycloMedia Technology Inc. creates and manages a digital asset library for public and private transportation, the environment, and industrial applications.Your work will involve extracting and analyzing LiDAR data from multiple imaging sensors to create a detailed map of various environments.Duties and ResponsibilitiesAnalyzes large quantities of point cloud and imagery data.Extracts assets and applies attribution from point cloud and imagery data.Understands work flow processing procedures and guidelines.Accurately tracks and records daily activities.Works with and informs Supervisors when issues are identified.A focused attention to detail.Ability to work independently and troubleshoot problemsTime management and problem-solving skills.Strong communication, presentation, and organizational skills.Ability to obtain an understanding of company software and other necessary custom processing applications.Experience and QualificationsHigh School Diploma/GED Equivalent.1+ years of data entry, customer service, or similar experienceExperience or willingness to learn about mapping technologies and asset extraction software products is a plus.Basic knowledge of GIS applications and file formats is a plus.Proficient in Microsoft Office and work in a Microsoft Windows environment.3D environment navigation, such as gaming, CAD is a plus.Employee is required to complete 40 hours of training the first week of employment.Work Setting and Physical RequirementsCycloMedia provides insurance benefits to full time employees, paid time off, 10 paid holidays plus your birthday off! We supply a snack-stocked kitchen and offer a comfortable work atmosphere with casual dress. We are an on-site employer located in a beautiful neighborhood west of Madison.While performing the duties of this job, the employee is regularly required to use their hands and to communicate with others. The employee is required to sit, use keyboard, monitor(s), and mouse for long periods of time.Disclaimer Statement: The information contained in this job description is intended to describe the essential job functions required of those assigned to this job. It is not intended to be an exhaustive list of all accountabilities, activities, and knowledge needed to perform the job. The company may, at its discretion, assign or reassign duties and responsibilities to this position at any time. Please note that job functions are reviewed periodically and are subject to change at any time. This position is an employment-at-will position and nothing contained herein shall be construed as a contract of employment.The physical and work demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations will be made to enable qualified individuals with disabilities to perform the essential functions of the position.Job Type: Full-timeSalary: $13.00 to $16.00 /hourLocation:Middleton, WI (Required)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insurancePaid time offRetirement planSchedule::Monday to Friday"
